source_id,source_name_en,source_name_ja,vendor,platform_version,application_version,application_build,observed_at,acquisition_method,official_url,distribution_url,distribution_sha256,sound_name,event_type,relative_path,sha256,duration_seconds,sample_rate_hz,channel_count,integrated_lufs,maximum_momentary_lufs,maximum_short_term_lufs,loudness_range_lu,true_peak_dbtp,sample_peak_dbfs,rms_dbfs,active_rms_dbfs,sample_crest_factor_db,true_peak_crest_factor_db,spectral_centroid_hz,peak_frequency_hz,speech_band_200_8000_hz_energy_percent,analysis_profile,ffmpeg_version,analyzed_at
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,payment_success,completion,system/payment_success.aif,2103685898efa7bab9c06ab5ccde5bcedf13b1090dcce6a1e8dbb4d56fec53f2,1.40746,44100,1,-28.2,-25.0,,,-11.0,-10.972,-32.612,-30.266,21.64,21.612,2418.812,2347.119,97.176,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Screen Capture,ui_feedback,system/Screen Capture.aif,75ad70232a4d8c64efa427a157b9fce9f3ab2984f4897b63b18b7349e4b33d0f,0.729062,48000,2,-30.6,-29.1,,,-13.9,-13.89,-34.663,-32.37,20.772,20.763,949.37,386.719,97.752,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,screen_sharing_started,ui_feedback,system/screen_sharing_started.caf,47eb07fc60e98b6834ee70a96cd37226dab0640118426caee7fec53f28789f27,1.486979,48000,2,-21.9,-19.8,,,-7.7,-7.71,-27.842,-24.043,20.132,20.142,499.815,527.344,99.31,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,SentMessage,completion,system/SentMessage.caf,33a7b80016de5723277f35b0fe4cb5b33fcbe7bf4738680e97f069d6cfc7e8e0,0.494059,44100,2,-20.5,-20.3,,,-10.2,-10.211,-23.547,-21.661,13.337,13.347,409.373,419.897,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Shutter,ui_feedback,system/Shutter.aif,b81ab305c54039dbdb7ab400a5e1a542b45ac16f3e3a04e4b4dee321456f8ddd,0.492744,44100,2,-30.7,-28.1,,,-12.4,-12.561,-34.786,-33.659,22.225,22.386,5059.727,1884.155,75.918,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Volume Mount,ui_feedback,system/Volume Mount.aif,f07cda78c1ee25c5ef048523b1498a2dd59e44afdedc81b0f61bda050992d0c4,1.044458,48000,2,-29.2,-27.2,,,-19.4,-19.44,-33.129,-31.916,13.689,13.729,339.158,328.125,64.98,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Volume Unmount,ui_feedback,system/Volume Unmount.aif,0988dd73abda21b62ddec8e2c7361d5ee1ca5793ba4858b69a734f1568df55f0,0.569002,44100,2,-35.9,-34.7,,,-22.4,-22.438,-39.259,-38.784,16.821,16.859,1279.314,915.161,80.626,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,busy_tone_ansi,ui_feedback,telephony/busy_tone_ansi.caf,09c1b40e6985cc651d31e7ff39053f20bdf0220fe0f74e1b76a968f4339e9753,1.0,44100,1,-20.2,-18.6,,,-12.0,-11.984,-21.011,-18.0,9.026,9.011,549.797,624.463,99.969,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,busy_tone_cept,ui_feedback,telephony/busy_tone_cept.caf,151d6aa6ac1735394749f87fc8b31599b332e93963bcb27e8d8427cebf940011,1.0,44100,1,-23.2,-21.7,,,-18.0,-18.001,-24.021,-21.011,6.02,6.021,424.9,419.897,99.973,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,call_waiting_tone_ansi,call_state,telephony/call_waiting_tone_ansi.caf,43f1ca7a1817dd7c75cb30cfe7bd06f5d5e37bcbbab424043abcef206724024e,10.0,44100,1,-24.7,-22.9,-31.7,23.0,-18.0,-18.001,-36.239,-21.011,18.239,18.239,439.885,441.431,99.972,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,call_waiting_tone_cept,call_state,telephony/call_waiting_tone_cept.caf,e728424581b665e207c9c1e97aa01a2f2aa0e870b817b7ebddb90ef1d4bcda4a,8.0,44100,1,-25.7,-24.7,-30.5,3.0,-18.0,-18.001,-31.011,-28.969,13.01,13.011,424.631,419.897,99.9,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-0,ui_feedback,telephony/dtmf-0.caf,fca5bcd1c82cbfaf97573bcf4883415b864b1acf28de6b2477a19080d131b5b0,0.106281,44100,1,-20.2,-17.4,,,-6.0,-6.027,-12.044,-12.044,6.017,6.044,1138.5,1335.059,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-1,ui_feedback,telephony/dtmf-1.caf,1a9d0a2abce3b9d03c6e26044756cc628e8af449c9a0961796f9936e229cb8b7,0.091814,44100,1,-18.4,-18.4,,,-6.0,-6.022,-12.041,-12.041,6.019,6.041,953.0,1208.965,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-2,ui_feedback,telephony/dtmf-2.caf,e25fbaad18b54a976a617f82e3c269013d40cad3bbf008141cf02d275a589e53,0.084603,44100,1,-18.5,-18.5,,,-6.0,-6.025,-12.036,-12.036,6.011,6.036,1016.5,1335.647,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-3,ui_feedback,telephony/dtmf-3.caf,e3ea75f4952cf720e5032ea4f4ee3b0e41d7b8cf7d6144f06cf00383093911bf,0.119138,44100,1,-19.2,-16.8,,,-6.0,-6.022,-12.046,-12.046,6.024,6.046,1087.0,1475.024,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-4,ui_feedback,telephony/dtmf-4.caf,12a7069e48109436de1514050b24cf8f702b3121211d2e2897aa443a1ed0d84d,0.120771,44100,1,-19.5,-17.1,,,-6.0,-6.024,-12.041,-12.041,6.016,6.041,989.5,1205.859,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-5,ui_feedback,telephony/dtmf-5.caf,d0eaaf3608ca611aaa14a86677459689919f8a4e95b3948da5dd0b5f2be8550a,0.102562,44100,1,-17.7,-17.7,,,-6.0,-6.022,-12.038,-12.038,6.016,6.038,1053.0,1335.059,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-6,ui_feedback,telephony/dtmf-6.caf,4d8bf8e4dc06d1c6f3d618150804e15f279640d3633c4f535fb0afa82d85677e,0.127279,44100,1,-18.7,-16.5,,,-6.0,-6.023,-12.043,-12.043,6.02,6.043,1123.5,1475.024,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-7,ui_feedback,telephony/dtmf-7.caf,44ade49a1db459655002050a3f7e2e44f152d4ce0b35182034704fc3e6ac9ced,0.114989,44100,1,-19.8,-17.3,,,-6.0,-6.025,-12.036,-12.036,6.011,6.036,1030.499,850.562,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-8,ui_feedback,telephony/dtmf-8.caf,c2502fa678c3123428949f948463425a7c2618bea72fa2ace3976ca9f5bcf029,0.111519,44100,1,-19.8,-17.2,,,-6.0,-6.023,-12.044,-12.044,6.021,6.044,1093.999,1335.059,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-9,ui_feedback,telephony/dtmf-9.caf,132fab202f5dd5c00ce0bd076ae94a0f8f4e2bb52bde6582248ca8e952629f92,0.105624,44100,1,-20.0,-17.3,,,-6.0,-6.022,-12.041,-12.041,6.019,6.041,1164.5,850.562,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-pound,ui_feedback,telephony/dtmf-pound.caf,ccc554434c0a45b47027e0aaa9e5b20680b8b28ca9def53ec00166de2604b26f,0.098844,44100,1,-17.5,-17.5,,,-6.0,-6.022,-12.044,-12.044,6.022,6.044,1209.001,1475.024,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,dtmf-star,ui_feedback,telephony/dtmf-star.caf,19676ea5a0e56fc6bcdb55a9dc7116ec719739b6f7bdf3f100f98610d47d1d95,0.138141,44100,1,-18.4,-16.5,,,-6.0,-6.044,-12.061,-12.061,6.016,6.061,1074.999,1205.859,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,end_call_tone_cept,call_state,telephony/end_call_tone_cept.caf,69b239e1887d55d8086f55e6441732cc964e057097436f54f06eeed99041c365,1.2,44100,1,-24.9,-24.7,,,-18.0,-18.001,-24.021,-23.229,6.02,6.021,424.624,419.897,99.899,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,ringback_tone_ansi,incoming_call,telephony/ringback_tone_ansi.caf,767de8c851246215a1567a92fd1aa732345f1aa531463819ec60f0e4a2c1460b,6.0,44100,1,-19.0,-18.7,-20.4,9.8,-12.0,-12.0,-22.771,-18.0,10.772,10.771,459.938,441.431,99.986,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,ringback_tone_cept,incoming_call,telephony/ringback_tone_cept.caf,023b806702e260e9940b9247181be258d9375977d80048b72db84a5334ad9562,5.0,44100,1,-22.4,-21.7,-26.5,10.0,-18.0,-18.001,-28.0,-21.011,10.0,10.0,424.968,419.897,99.991,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
macos-hearing-mode-event,macOS hearing mode notification,macOSヒアリングモード通知音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/accessibility/hearing,,,NotificationAudioTone,message,NotificationAudioTone.wav,f3b367a0eb4bcbdaa2e69dbbfa0a9f71db1312be1dc604ab675294136f0cc303,1.156042,48000,2,-19.3,-18.2,,,-3.2,-3.152,-25.886,-23.581,22.733,22.686,1050.859,1042.969,99.616,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:38Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,ActionsAvailable,ui_feedback,ActionsAvailable.aiff,80ffa2077896599ddfd305a1dd5ff7e3c1ac3f82f4b943629d9ad7997dbd4acd,0.346875,48000,2,-15.6,-13.8,,,-1.9,-1.939,-15.318,-15.231,13.379,13.418,269.538,281.25,83.488,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:51Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Alert,ui_feedback,Alert.aiff,a16d826ba22974a2fae9f8fd076bd2d753d91b29f078f1beb814b4fb084ba5bf,0.460816,22050,2,-19.8,-18.4,,,-12.0,-12.04,-21.473,-21.163,9.433,9.473,577.821,586.78,99.999,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:51Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,AlertRepeat,ui_feedback,AlertRepeat.aiff,f29a11c57ca86af56af01f47f8cb85648a7090be008889ff1481674fbae57486,0.316871,22050,2,-21.6,-19.5,,,-12.9,-12.909,-20.943,-20.396,8.034,8.043,588.672,586.78,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:51Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,AnimationFlyToDownloads,ui_feedback,AnimationFlyToDownloads.aiff,dc78372414e54ed70c7c32cb3904c4bb8c4a91b2b877b2d9781ca0dbb1e60a33,3.687823,44100,2,-18.2,-11.9,-19.8,25.2,-2.2,-2.651,-27.07,-24.478,24.419,24.87,6312.094,5092.603,80.597,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,AnimationShake,ui_feedback,AnimationShake.aiff,ac8bd13b49f94cb3cfc1562aabf9cb88797c121a22fbe560525af4f941fa396a,0.630204,22050,1,-28.0,-26.1,,,-13.1,-13.094,-27.427,-26.904,14.333,14.327,625.161,414.514,99.993,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Announcement,ui_feedback,Announcement.aiff,7a55719f1712f93436c3ff254a195408350e16ca98bb3ca05a1cad49bf8ab7fe,0.341708,48000,2,-24.8,-22.3,,,-10.5,-10.459,-24.526,-23.661,14.068,14.026,816.961,1113.281,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,AttachmentBegin,ui_feedback,AttachmentBegin.aiff,b8154f15464967e625a2051d30292859508140fba1fd58d8bdcbefa7d165400c,0.086372,44100,2,-31.3,-31.3,,,-7.4,-8.343,-30.985,-28.611,22.641,23.585,12235.28,16278.446,30.045,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,AttachmentEnd,ui_feedback,AttachmentEnd.aiff,469cf6040ef6f2a6ec029fc45bc19b30e2ff03c7a4cc5209ee2ddba2cba091d1,0.191179,44100,2,-35.6,-35.6,,,-12.9,-13.879,-38.676,-37.903,24.797,25.776,11175.718,15062.476,29.99,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Back,ui_feedback,Back.aiff,c9a8d1263b762f65b72367a5fe05479083f506809125cc4410f8485759910165,0.164762,44100,2,-22.2,-21.2,,,-7.2,-7.185,-19.79,-19.663,12.606,12.59,673.969,764.429,99.311,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BackThrough,ui_feedback,BackThrough.aiff,5ca14f2d671eeb06985afc3b0a383b061596f10f861764f855ecc8c0862a8004,0.172177,44100,2,-24.9,-24.2,,,-6.9,-6.857,-23.166,-23.111,16.309,16.266,851.823,764.429,99.067,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BrailleChordClockTick,ui_feedback,BrailleChordClockTick.aiff,cf2f9ed1bbf0085b20d6a5a736cd959e1f15498d9cc99f8135b63a3ee1d24c08,0.269388,44100,2,-24.8,-22.0,,,-10.0,-9.963,-24.136,-22.62,14.174,14.136,1206.053,1184.326,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BrailleChordFailed,error,BrailleChordFailed.aiff,b335894765e74ad6b3efefb87c3faaf4eaa47f9e9b32c3a6c7a0406bab0de932,0.110136,44100,2,-17.0,-17.0,,,-3.5,-3.492,-13.389,-12.97,9.897,9.889,210.49,150.732,49.714,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BrailleChordMemorize,ui_feedback,BrailleChordMemorize.aiff,742a4fa9439c97e0da15b1aff377e8512e5bd4daa7a09e37a1e69a4d51a54b84,0.245737,44100,2,-24.9,-22.4,,,-8.0,-7.965,-22.733,-22.252,14.767,14.733,496.559,398.364,99.999,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BrailleDisplayConnected,ui_feedback,BrailleDisplayConnected.aiff,05f0cb29bfdee2f4305cb687edfc1010296a40fef05c72af06eb6552a014a042,0.363447,44100,2,-22.9,-21.8,,,-9.9,-9.912,-23.809,-23.52,13.897,13.909,537.675,592.163,99.999,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BrailleDisplayDisconnected,ui_feedback,BrailleDisplayDisconnected.aiff,4dd505b0b36b8a5b8037d862d3be6ca92417b5578cf8c7c45d57a4dec144cc56,0.378957,44100,2,-15.7,-15.0,,,-1.9,-1.95,-17.022,-16.007,15.072,15.122,326.436,301.465,99.66,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BubbleAppear,ui_feedback,BubbleAppear.aiff,1ad6e4855ba40219c74729bfa9390fe7043d68ca62bb5eceda39da7aa5a326fd,0.181633,44100,2,-29.2,-27.7,,,-13.2,-13.231,-26.818,-26.779,13.587,13.618,557.154,484.497,99.998,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,BubbleDisappear,ui_feedback,BubbleDisappear.aiff,694839873e74e2afa2d1f51fde24a8fc53ca6beb9a1a33510f8aab8408593e44,0.103243,44100,2,-27.4,-27.4,,,-13.1,-13.096,-24.006,-23.867,10.91,10.906,642.544,430.664,99.961,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,CallOut,call_state,CallOut.aiff,d42c8c59fb90d366737c8f5ac9e0ff46070cdfd4b1ba4000fa8a2e98518ce778,0.024218,44100,2,-22.1,-22.1,,,-8.6,-8.63,-16.175,-15.344,7.545,7.575,4138.244,4129.213,99.999,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:52Z
